Date,High,Low,Open,Close,Volume,Adj Close
2019-09-16,136.6999969482422,135.66000366210938,135.8300018310547,136.3300018310547,16731400.0,133.56979370117188
2019-09-17,137.52000427246094,136.42999267578125,136.9600067138672,137.38999938964844,17814200.0,134.6083221435547
2019-09-18,138.6699981689453,136.52999877929688,137.36000061035156,138.52000427246094,23982100.0,135.71542358398438
2019-09-19,142.3699951171875,140.07000732421875,140.3000030517578,141.07000732421875,35772100.0,138.2137908935547
2019-09-20,141.64999389648438,138.25,141.00999450683594,139.44000244140625,39167300.0,136.6168212890625
2019-09-23,139.6300048828125,138.44000244140625,139.22999572753906,139.13999938964844,17139300.0,136.3228759765625
2019-09-24,140.69000244140625,136.8800048828125,140.36000061035156,137.3800048828125,29773200.0,134.59854125976562
2019-09-25,139.9600067138672,136.02999877929688,137.5,139.36000061035156,21382000.0,136.53842163085938
2019-09-26,140.17999267578125,138.44000244140625,139.44000244140625,139.5399932861328,17456600.0,136.7147674560547
2019-09-27,140.36000061035156,136.64999389648438,140.14999389648438,137.72999572753906,22477700.0,134.94140625
2019-09-30,139.22000122070312,137.77999877929688,138.0500030517578,139.02999877929688,17280900.0,136.21511840820312
2019-10-01,140.25,137.0,139.66000366210938,137.07000732421875,21466600.0,134.29478454589844
2019-10-02,136.3699951171875,133.5800018310547,136.25,134.64999389648438,30521700.0,131.92376708984375
2019-10-03,136.75,133.22000122070312,134.9499969482422,136.27999877929688,24132900.0,133.5207977294922
2019-10-04,138.25,136.4199981689453,136.75,138.1199951171875,22897700.0,135.3235321044922
2019-10-07,138.17999267578125,137.02000427246094,137.13999938964844,137.1199951171875,15303700.0,134.34378051757812
2019-10-08,137.75999450683594,135.6199951171875,137.0800018310547,135.6699981689453,25550500.0,132.9231414794922
2019-10-09,138.6999969482422,136.97000122070312,137.4600067138672,138.24000549316406,19749900.0,135.44113159179688
2019-10-10,139.6699981689453,138.25,138.49000549316406,139.10000610351562,17654600.0,136.28372192382812
2019-10-11,141.02999877929688,139.5,140.1199951171875,139.67999267578125,25446000.0,136.8519287109375
2019-10-14,140.2899932861328,139.52000427246094,139.69000244140625,139.5500030517578,13304300.0,136.72459411621094
2019-10-15,141.7899932861328,139.80999755859375,140.05999755859375,141.57000732421875,19695700.0,138.7036895751953
2019-10-16,140.99000549316406,139.52999877929688,140.7899932861328,140.41000366210938,20751600.0,137.56719970703125
2019-10-17,141.4199981689453,139.02000427246094,140.9499969482422,139.69000244140625,21460600.0,136.8617706298828
2019-10-18,140.0,136.55999755859375,139.75999450683594,137.41000366210938,32273500.0,134.62791442871094
2019-10-21,138.5,137.00999450683594,138.4499969482422,138.42999267578125,20078200.0,135.6272430419922
2019-10-22,140.00999450683594,136.25999450683594,138.97000122070312,136.3699951171875,27431000.0,133.6089630126953
2019-10-23,137.4499969482422,135.61000061035156,136.8800048828125,137.24000549316406,29844600.0,134.4613494873047
2019-10-24,140.4199981689453,138.6699981689453,139.38999938964844,139.94000244140625,37029300.0,137.106689453125
2019-10-25,141.13999938964844,139.1999969482422,139.33999633789062,140.72999572753906,25959700.0,137.8806915283203
2019-10-28,145.6699981689453,143.50999450683594,144.39999389648438,144.19000244140625,35280100.0,141.2706298828125
2019-10-29,144.5,142.64999389648438,144.0800018310547,142.8300018310547,20589500.0,139.9381866455078
2019-10-30,145.0,142.7899932861328,143.52000427246094,144.61000061035156,18496600.0,141.68212890625
2019-10-31,144.92999267578125,142.99000549316406,144.89999389648438,143.3699951171875,24605100.0,140.4672393798828
2019-11-01,144.4199981689453,142.97000122070312,144.25999450683594,143.72000122070312,33128400.0,140.81016540527344
2019-11-04,145.0,144.16000366210938,144.8300018310547,144.5500030517578,16912000.0,141.62335205078125
2019-11-05,145.02000427246094,143.91000366210938,144.97000122070312,144.4600067138672,18250200.0,141.53518676757812
2019-11-06,144.52000427246094,143.1999969482422,144.3699951171875,144.05999755859375,16575800.0,141.14328002929688
2019-11-07,144.8800048828125,143.77000427246094,143.83999633789062,144.25999450683594,17786700.0,141.33921813964844
2019-11-08,145.99000549316406,143.75999450683594,143.97999572753906,145.9600067138672,16732700.0,143.0048065185547
2019-11-11,146.4199981689453,144.72999572753906,145.33999633789062,146.11000061035156,14362600.0,143.1517791748047
2019-11-12,147.57000732421875,146.05999755859375,146.27999877929688,147.07000732421875,18641600.0,144.09234619140625
2019-11-13,147.4600067138672,146.27999877929688,146.74000549316406,147.30999755859375,16919200.0,144.3274688720703
2019-11-14,148.41000366210938,147.0,147.02000427246094,148.05999755859375,19729800.0,145.06228637695312
2019-11-15,149.99000549316406,148.27000427246094,148.92999267578125,149.97000122070312,23485700.0,146.93360900878906
2019-11-18,150.5500030517578,148.97999572753906,150.07000732421875,150.33999633789062,21534000.0,147.29612731933594
2019-11-19,151.3300018310547,150.1999969482422,150.8800048828125,150.38999938964844,23935700.0,147.34512329101562
2019-11-20,150.83999633789062,148.4600067138672,150.30999755859375,149.6199951171875,25696800.0,147.08950805664062
2019-11-21,149.8000030517578,148.5,149.39999389648438,149.47999572753906,18576100.0,146.95188903808594
2019-11-22,150.3000030517578,148.82000732421875,150.07000732421875,149.58999633789062,15901800.0,147.0600128173828
2019-11-25,151.35000610351562,149.9199981689453,150.0,151.22999572753906,22420900.0,148.67227172851562
2019-11-26,152.4199981689453,151.32000732421875,151.36000061035156,152.02999877929688,24620100.0,149.45875549316406
2019-11-27,152.5,151.52000427246094,152.3300018310547,152.32000732421875,15184400.0,149.74383544921875
2019-11-29,152.3000030517578,151.27999877929688,152.10000610351562,151.3800048828125,11977300.0,148.8197479248047
2019-12-02,151.8300018310547,148.32000732421875,151.80999755859375,149.5500030517578,27418400.0,147.02069091796875
2019-12-03,149.42999267578125,146.64999389648438,147.49000549316406,149.30999755859375,24066000.0,146.7847442626953
2019-12-04,150.17999267578125,149.1999969482422,150.13999938964844,149.85000610351562,17574700.0,147.31564331054688
2019-12-05,150.32000732421875,149.47999572753906,150.0500030517578,149.92999267578125,17869100.0,147.39425659179688
2019-12-06,151.8699951171875,150.27000427246094,150.99000549316406,151.75,16403500.0,149.18350219726562
2019-12-09,152.2100067138672,150.91000366210938,151.07000732421875,151.36000061035156,16687400.0,148.80007934570312
2019-12-10,151.88999938964844,150.75999450683594,151.2899932861328,151.1300048828125,16476100.0,148.573974609375
2019-12-11,151.8699951171875,150.3300018310547,151.5399932861328,151.6999969482422,18856600.0,149.1343536376953
2019-12-12,153.44000244140625,151.02000427246094,151.64999389648438,153.24000549316406,24612100.0,150.64828491210938
2019-12-13,154.88999938964844,152.8300018310547,153.0,154.52999877929688,23845400.0,151.91647338867188
2019-12-16,155.89999389648438,154.82000732421875,155.11000061035156,155.52999877929688,24144200.0,152.8995361328125
2019-12-17,155.7100067138672,154.4499969482422,155.4499969482422,154.69000244140625,25425600.0,152.0737762451172
2019-12-18,155.47999572753906,154.17999267578125,154.3000030517578,154.3699951171875,24129200.0,151.75917053222656
2019-12-19,155.77000427246094,153.75,154.0,155.7100067138672,24958900.0,153.0765380859375
2019-12-20,158.49000549316406,156.2899932861328,157.35000610351562,157.41000366210938,53477500.0,154.74774169921875
2019-12-23,158.1199951171875,157.27000427246094,158.1199951171875,157.41000366210938,17718200.0,154.74774169921875
2019-12-24,157.7100067138672,157.1199951171875,157.47999572753906,157.3800048828125,8989200.0,154.71827697753906
2019-12-26,158.72999572753906,157.39999389648438,157.55999755859375,158.6699981689453,14520600.0,155.98643493652344
2019-12-27,159.5500030517578,158.22000122070312,159.4499969482422,158.9600067138672,18412800.0,156.27154541015625
2019-12-30,159.02000427246094,156.72999572753906,158.99000549316406,157.58999633789062,16348400.0,154.9247283935547
2019-12-31,157.77000427246094,156.4499969482422,156.77000427246094,157.6999969482422,18369400.0,155.0328369140625
2020-01-02,160.72999572753906,158.3300018310547,158.77999877929688,160.6199951171875,22622100.0,157.90347290039062
